timeline_s,gpu_util_pct_mean,gpu_util_pct_std,gpu_mem_mb_mean,gpu_mem_mb_std,cpu_util_pct_mean,cpu_util_pct_std,num_samples
171.0,96.500000,2.500000,10923.250000,0.000000,0.500000,0.000000,2
171.5,97.000000,3.000000,10923.250000,0.000000,0.550000,0.050000,2
172.0,96.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
172.5,97.000000,3.000000,10923.250000,0.000000,0.550000,0.050000,2
173.0,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
173.5,94.333333,0.471405,10923.250000,0.000000,0.500000,0.000000,3
174.0,94.666667,0.942809,10923.250000,0.000000,0.500000,0.000000,3
174.5,100.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
175.0,96.000000,2.828427,10923.250000,0.000000,0.533333,0.047140,3
175.5,94.500000,0.500000,10923.250000,0.000000,0.500000,0.000000,2
176.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
176.5,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
177.0,98.000000,2.160247,10923.250000,0.000000,0.533333,0.047140,3
177.5,99.000000,0.816497,10923.250000,0.000000,0.533333,0.047140,3
178.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,1
178.5,98.000000,2.828427,10923.250000,0.000000,0.500000,0.000000,3
179.0,100.000000,0.000000,10923.250000,0.000000,0.550000,0.050000,2
179.5,97.666667,2.624669,10923.250000,0.000000,0.500000,0.000000,3
180.0,96.333333,2.624669,10923.250000,0.000000,0.500000,0.000000,3
180.5,95.666667,2.357023,10923.250000,0.000000,0.500000,0.000000,3
181.0,94.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
181.5,95.000000,0.000000,10923.250000,0.000000,0.500000,0.000000,2
182.0,94.333333,0.471405,10923.250000,0.000000,0.533333,0.047140,3
